profit_inv,profit_sym,q_T_inv,q_T_sym
66.60056551265433,73.73090929299697,5,0
68.71633379967017,62.38364873746745,2,0
72.26956007012228,89.47482756522118,-1,7
61.6737835528847,64.80338563343007,1,0
72.35331778479494,78.84246071084283,3,10
63.687396688110965,79.4237199757199,1,16
62.15802947098598,38.059175464649,-3,10
57.324741639514286,55.44381098518738,-1,-11
60.897425411065285,69.78130261500326,-1,-3
78.89602697250376,104.11314012412709,-3,-11
67.61121265700638,70.99237325132788,-1,-4
71.11476834632367,92.32123290658342,-6,-19
74.46277891866697,75.04206230905088,-4,2
65.50980202947278,77.81655478395044,4,6
68.85797565785072,65.51289679130446,-2,-14
71.88925291697885,71.13379460756533,1,4
60.71131697648053,57.220567046461895,0,4
72.66615307536199,74.67951981015011,-1,-3
66.28981260181615,91.91494705448665,4,1
57.394470148894925,40.93913286255474,-2,-16
65.73030838351211,49.50411402322021,0,-5
70.00350165953898,80.05353134716773,2,5
66.30827223865072,63.29149406801503,8,11
66.29540774279161,74.9443843060091,-1,1
62.158499836524015,66.02224318971933,-4,0
62.16847426400574,69.5781596889551,-3,0
74.15655841672404,78.86043892745818,3,10
59.08553021287656,57.75808295814386,4,9
67.60956337691874,75.8186775800126,-1,4
60.34354078522006,57.9636302608784,-7,10
66.73139338131455,47.29530697327044,-1,5
62.554644741947385,93.94637631496926,-1,-17
64.64970053445782,88.25597000893231,3,17
64.16388868067322,80.26205681649162,1,-17
59.335219270599254,68.99449604739013,3,2
63.72469524828614,87.51050241782718,-4,-15
62.952315323082104,67.11227506311002,0,-7
64.59063038047037,78.92216049726932,-2,3
66.47705702287922,72.56598638655426,-1,0
60.057899409377,61.373316650502986,4,0
64.96199380846144,82.73034581902557,-3,2
55.36759508069247,68.93815702085703,-3,-12
66.30511495112523,64.43305621456477,-4,-4
61.016246340155476,51.183192081452034,-10,-11
56.185063636472194,64.33537821152265,3,1
51.06155482072009,39.27562864425079,-1,4
