profit_inv,profit_sym,q_T_inv,q_T_sym
46.66031739819209,66.63953433239283,-3,-2
55.96416383163398,99.61382721867335,2,5
53.830322055645354,65.33770596639408,-3,-7
51.12277304132043,70.95584533606944,0,-3
53.80402293812642,62.30010644573042,-6,-6
54.74497319370366,56.29641788716026,0,-10
59.79228495929652,66.35669161991859,1,-10
63.2159569742559,49.312458554883506,-1,-11
55.48428012727348,83.9762888298568,0,8
50.31640983290282,44.23688772717156,-2,4
48.698473749231596,71.0488730925353,-3,0
50.05580249618838,84.81889769040401,0,-10
52.19813718622393,75.67114369167109,3,-10
54.31084366264413,52.06345591999525,0,5
54.42642977331792,69.78951904943072,-1,0
58.07531441416445,76.18251623997298,0,13
56.312742475396746,82.43409207427807,1,2
56.71467185407302,133.99481478117264,0,-20
49.838694016599675,60.58369273097401,3,10
50.521538427476344,58.34406791416336,0,-7
50.66185800911998,65.78132747501468,3,-3
53.65326578079757,67.60044766619109,-2,-3
42.734918029911626,53.6927611551628,-1,0
53.605380203465074,78.89855816834499,2,2
55.759221979453784,70.64772590680911,1,5
51.43230024225832,79.5185564699425,3,-3
55.30959376583826,53.94064843089723,-1,-15
53.44207997489015,75.54316049846648,1,4
55.68695138031663,56.30609660711447,-1,1
45.785595813379985,69.88846608277396,1,3
48.31219627052968,48.80108600658252,2,-2
51.50778068280141,69.26254850429837,-4,4
49.545631036756916,64.13858407681573,0,6
46.76637460952588,46.431878387288066,-2,9
54.30195902179767,64.11922663690598,1,18
52.40490740440302,70.28745343470007,0,3
49.51204475151334,83.28853948857886,1,-6
47.69156729499804,53.03028853067008,3,12
46.23843852585463,57.08687370485859,2,-2
54.76103040503742,72.22863754220532,0,3
48.25370335648273,58.71025966314886,1,-5
45.26559581338003,54.86876616175573,1,6
56.682385971973986,89.42773012650969,1,-10
48.331939081382586,52.815196857875605,-1,-3
51.4609247349066,71.34139452496424,-3,-5
49.84578085737121,69.0980102650762,3,-3
54.83209525785202,56.31577532706882,-3,-4
52.60767967012379,55.09729599758174,2,-3
61.67064333569101,47.03627869205434,3,17
57.38593703384076,69.35557626076496,0,5
50.17668060660969,70.80474525987798,-2,0
45.64197430475943,79.10989039806213,0,-14
50.05993032884585,71.90116067303632,0,3
59.20888541644615,87.6279673752415,-2,12
51.23065861865284,47.91384298934143,0,0
57.52644971373283,71.99794787257883,3,-15
57.83213513868222,66.21902970675819,1,-13
45.53283883062102,62.75340667430555,2,-11
56.31572142392575,76.40136735584508,0,-3
48.008759805900326,37.2529283948943,3,25
44.021246014952325,78.80177096880232,1,-2
58.300779571745636,49.604979987311935,-3,-12
57.360999839113646,69.6093828133764,1,0
52.43202946855155,69.5609892136049,-2,-17
55.06032205564527,65.6049506820367,0,-6
43.60950337866922,55.87807309532529,1,0
54.6568015597023,78.86952200848211,2,1
57.66771489350083,75.65178625176372,-3,-10
58.67457084139545,75.36302426241173,2,6
44.341210791575406,60.44227137473672,-3,-18
54.24775011687761,82.17060680171232,0,4
57.027666085563965,58.9581469388836,-1,6
51.18820297552469,72.99381664311841,-3,15
57.65908744180133,71.75382003992195,1,-11
48.04945287233059,48.758611683688116,-1,-3
58.11306375544234,71.61831796056208,2,7
